fold,era,policy,decision_timestamp,pair,predicted_rank,target_weight,price_simple_contribution,carry_simple_contribution,gross_simple_contribution,gross_log_contribution
2009,2009-2018,supervised,2009-04-28T00:00:00+01:00,JPY/GBP,2,-0.800000011920929,0.015142161022244773,2.9682248773247284e-05,0.01517184327101802,0.015093553502282163
2009,2009-2018,supervised,2009-04-28T00:00:00+01:00,JPY/AUD,1,-0.800000011920929,0.0283890747962053,5.1793062902892405e-05,0.028440867859108192,0.02829410724949986
2009,2009-2018,supervised,2009-04-28T00:00:00+01:00,JPY/CHF,6,0.0,-0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-28T00:00:00+01:00,JPY/CAD,5,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-28T00:00:00+01:00,JPY/NZD,7,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-28T00:00:00+01:00,JPY/NOK,3,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-28T00:00:00+01:00,JPY/SEK,8,0.800000011920929,-0.017539528393371254,-3.001218292982414e-06,-0.017542529611664238,-0.017452006623665632
2009,2009-2018,supervised,2009-04-29T00:00:00+01:00,JPY/USD,3,0.0,-0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-29T00:00:00+01:00,JPY/EUR,1,-0.800000011920929,0.007963264994636812,6.292894701606157e-06,0.007969557889338418,0.008008918088134932
2009,2009-2018,supervised,2009-04-29T00:00:00+01:00,JPY/GBP,6,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-29T00:00:00+01:00,JPY/AUD,8,0.800000011920929,-0.011715920705949427,-5.2912219821279456e-05,-0.011768832925770707,-0.011826957053858288
2009,2009-2018,supervised,2009-04-29T00:00:00+01:00,JPY/CHF,2,-0.800000011920929,0.006353724579865723,-1.304617631663662e-05,0.006340678403549086,0.006371993862440768
2009,2009-2018,supervised,2009-04-29T00:00:00+01:00,JPY/CAD,5,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-29T00:00:00+01:00,JPY/NZD,7,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-29T00:00:00+01:00,JPY/NOK,9,0.800000011920929,-0.012294588406674268,-5.9779288305054395e-05,-0.012354367694979322,-0.0124153836729334
2009,2009-2018,supervised,2009-04-29T00:00:00+01:00,JPY/SEK,4,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-30T00:00:00+01:00,JPY/USD,8,0.800000011920929,-0.004032664543957039,1.0249442555265119e-05,-0.004022415101401774,-0.004005905036692666
2009,2009-2018,supervised,2009-04-30T00:00:00+01:00,JPY/EUR,9,0.800000011920929,-0.006018635316836501,-7.613520049628283e-06,-0.0060262488368861295,-0.006001514005760545
2009,2009-2018,supervised,2009-04-30T00:00:00+01:00,JPY/GBP,6,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-30T00:00:00+01:00,JPY/AUD,4,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-30T00:00:00+01:00,JPY/CHF,7,0.0,-0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-30T00:00:00+01:00,JPY/CAD,5,0.0,-0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-30T00:00:00+01:00,JPY/NZD,2,-0.800000011920929,0.012280291720172623,5.5895728090957783e-05,0.012336187448263581,0.012285553376965585
2009,2009-2018,supervised,2009-04-30T00:00:00+01:00,JPY/NOK,3,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-30T00:00:00+01:00,JPY/SEK,1,-0.800000011920929,0.005972087395225677,-5.438547428258242e-06,0.005966648847797419,0.005942158645744595
2009,2009-2018,supervised,2009-05-01T00:00:00+01:00,JPY/USD,1,-0.800000011920929,-0.0029140998405030433,-3.1016682125578606e-05,-0.002945116522628622,-0.0029587272207231823
